container.title,created,deposited,published.print,doi,indexed,issn,issue,issued,page,publisher,source,subject,title,type,url,short.container.title,language
Nosotchu,2010-08-31,2021-05-20,1989,10.3995/jstroke.11.242,2022-04-05,"0912-0726,1883-1923",3,1989,242-246,Japan Stroke Society,Crossref,General Medicine,Amaurosis fugax associated with the ophthalmic artery stenosis.,journal-article,http://dx.doi.org/10.3995/jstroke.11.242,Jpn. J. Stroke,ja
Nosotchu,2010-08-31,2021-05-20,1982,10.3995/jstroke.4.343,2022-04-04,"0912-0726,1883-1923",4,1982,343-345,Japan Stroke Society,Crossref,General Medicine,A case of aortic arch syndrome with amaurosis fugax,journal-article,http://dx.doi.org/10.3995/jstroke.4.343,Jpn. J. Stroke,ja
NIPPON SHOKUHIN KOGYO GAKKAISHI,2011-08-04,2021-05-20,1988,10.3136/nskkk1962.35.9_604,2022-04-04,0029-0394,9,1988,604-609,Japanese Society for Food Science and Technology,Crossref,General Medicine,"Utilization of ""the cultivated liquid of rhizopus spp."" in Sake' Making. (Part I). Production of fumaric or lactic acid by aeration culture of genus Rhizopus in a medium of polished rice.",journal-article,http://dx.doi.org/10.3136/nskkk1962.35.9_604,JOURNAL OF FOOD SCIENCE AND TECHNOLOGY,NA
Japanese Journal of Ornithology,2011-09-20,2021-05-20,1976,10.3838/jjo1915.25.101,2022-03-31,"0040-9480,1881-9702",100,1976,101-106,JStage (Ornithological Society of Japan),Crossref,NA,"Feeding Ecology of the Bengalee, Lonchura striata var. domestica (Estrildidae)",journal-article,http://dx.doi.org/10.3838/jjo1915.25.101,Japanese Journal of Ornithology,NA
NIPPON SUISAN GAKKAISHI,2014-03-20,2021-05-19,2014,10.2331/suisan.80.289,2022-04-04,"0021-5392,1349-998X",2,2014,289-290,Japanese Society of Fisheries Science,Crossref,Aquatic Science,Fisheries Science Vol. 80 No. 1,journal-article,http://dx.doi.org/10.2331/suisan.80.289,NSUGAF,en
Journal of the Yamashina Institute for Ornithology,2015-03-12,2015-12-11,2012,10.3312/jyio.44.23,2022-04-04,"1348-5032,1882-0999",1,2012,23-26,Yamashina Institute for Ornithology,Crossref,Animal Science and Zoology,The First Record of a Silky Starling in Yamanashi Prefecture,journal-article,http://dx.doi.org/10.3312/jyio.44.23,"Journal of the Yamashina Institute for Ornithology,J. Yamashina Inst. Ornithol.,Yamashina chouruigaku zasshi,J Yamashina Inst Ornithol",en
Proceedings of the Imperial Academy,2018-08-07,2019-10-22,1936,10.2183/pjab1912.12.138,2022-04-02,"0369-9846,1881-1140",5,1936,138-140,Japan Academy,Crossref,General Medicine,Glyptostrobus Cone from the Liriodendron Bed near Sendai,journal-article,http://dx.doi.org/10.2183/pjab1912.12.138,Proceedings of the Imperial Academy,en
Journal of the Yamashina Institute for Ornithology,2011-06-29,2021-05-20,1956,10.3312/jyio1952.1.361,2022-03-29,"1883-3659,0044-0183",9,1956,361-363,Yamashina Institute for Ornithology,Crossref,NA,Scorpions of Micronesia,journal-article,http://dx.doi.org/10.3312/jyio1952.1.361,Journal of the Yamashina Institute for Ornithology,NA
Journal of Physical Therapy Science,2016-04-27,2019-09-07,2016,10.1589/jpts.28.1272,2023-01-14,"0915-5287,2187-5626",4,2016,1272-1277,Society of Physical Therapy Science,Crossref,"Physical Therapy, Sports Therapy and Rehabilitation",The relation between vitamin D and postural balance according to clinical tests and tetrax posturography,journal-article,http://dx.doi.org/10.1589/jpts.28.1272,J Phys Ther Sci,en
Japanese Journal of Ornithology,2012-01-24,2021-05-20,1924,10.3838/jjo.4.14,2022-04-06,"0040-9480,1881-9702",16-17,1924,14-68,JStage (Ornithological Society of Japan),Crossref,NA,NA,journal-article,http://dx.doi.org/10.3838/jjo.4.14,Japanese Journal of Ornithology,NA
Journal of the Yamashina Institute for Ornithology,2011-06-29,2021-05-20,1983,10.3312/jyio1952.15.97,2022-04-01,"1883-3659,0044-0183",2,1983,97-140,Yamashina Institute for Ornithology,Crossref,NA,Some Recent Advances in Avian Physiology,journal-article,http://dx.doi.org/10.3312/jyio1952.15.97,Journal of the Yamashina Institute for Ornithology,NA
Journal of Forest Planning,2020-06-12,2020-06-13,1996,10.20659/jfp.2.2_151,2022-03-31,"1341-562X,2189-8316",2,1996,151-155,Japan Society of Forest Planning,Crossref,NA,Characteristics of Young Stands Regenerated Naturally on Cutting Areas in Siberia,journal-article,http://dx.doi.org/10.20659/jfp.2.2_151,JFP,en
NIPPON SUISAN GAKKAISHI,2017-03-18,2019-09-19,1979,10.2331/suisan.45.537,2022-04-01,"0021-5392,1349-998X",4,1979,537-537,Japanese Society of Fisheries Science,Crossref,Aquatic Science,The Occurrence of Idoxanthin in Fancy Red Carp Cyprinus carpio,journal-article,http://dx.doi.org/10.2331/suisan.45.537,"NSUGAF,NIPPON SUISAN GAKKAISHI",en
Sangyo Igaku,2011-10-14,2022-06-30,1989,10.1539/joh1959.31.522,2022-06-30,"0047-1879,1881-1302",7,1989,522-526,Japan Society for Occupational Health,Crossref,"Public Health, Environmental and Occupational Health,Toxicology",The Development and Future of Industrial Health in Japan,journal-article,http://dx.doi.org/10.1539/joh1959.31.522,Sangyo Igaku,ja
Journal of the Japanese Association for Infectious Diseases,2014-12-03,2014-12-03,1999,10.11150/kansenshogakuzasshi1970.73.76,2023-01-24,"1884-569X,0387-5911",1,1999,76-82,The Japanese Association for Infectious Diseases,Crossref,General Medicine,Imported Trichinellosis with Severe Myositis,journal-article,http://dx.doi.org/10.11150/kansenshogakuzasshi1970.73.76,kansenshogakuzasshi,en
Primate Research,2010-08-31,2021-05-20,2002,10.2354/psj.18.175,2022-04-01,"1880-2117,0912-4047",2,2002,175-185,Primate Society of Japan,Crossref,General Medicine,Can Homoplasy Explain Suspensory Adaptations in Living Apes?,journal-article,http://dx.doi.org/10.2354/psj.18.175,Primate Research,NA
Neurologia medico-chirurgica,2011-08-25,2021-05-20,2011,10.2176/nmc.51.556,2023-01-26,"0470-8105,1349-8029",8,2011,556-560,Japan Neurosurgical Society,Crossref,"Neurology (clinical),Surgery",Incidence of Hemodynamic Depression After Carotid Artery Stenting Using Different Self-Expandable Stent Types,journal-article,http://dx.doi.org/10.2176/nmc.51.556,Neurol. Med. Chir.(Tokyo),en
Anthropological Science,2007-12-25,2021-04-19,2007,10.1537/ase.070409,2023-01-02,"0918-7960,1348-8570",3,2007,201-213,Anthropological Society of Nippon,Crossref,Anthropology,Postcranial bones of infant Nacholapithecus: ontogeny and positional behavioral adaptation,journal-article,http://dx.doi.org/10.1537/ase.070409,"AS,Anthropological Science",en
Tropics,2012-05-30,2020-07-02,2011,10.3759/tropics.20.45,2023-02-10,"0917-415X,1882-5729",2,2011,45-53,The Japan Society of Tropical Ecology,Crossref,NA,"Impact of Acacia nilotica (L.) Willd. ex Del invasion on plant species diversity in the Bekol Savanna, Baluran National Park, East Java, Indonesia",journal-article,http://dx.doi.org/10.3759/tropics.20.45,Tropics,en
NIPPON SUISAN GAKKAISHI,2011-09-20,2021-05-19,1983,10.2331/suisan.49.1127,2023-01-29,"1349-998X,0021-5392",7,1983,1127-1134,Japanese Society of Fisheries Science,Crossref,Aquatic Science,NA,journal-article,http://dx.doi.org/10.2331/suisan.49.1127,NIPPON SUISAN GAKKAISHI,en
CABI Compendium,2022-11-25,2022-11-25,2022-01-07,10.1079/cabicompendium.79143,2022-11-26,2958-3969,NA,2022-01-07,NA,CABI Publishing,Crossref,NA,Icterus cayanensis,journal-article,http://dx.doi.org/10.1079/cabicompendium.79143,CABI Compendium,en
The Wilson Bulletin,2006-07-18,2019-04-19,2000-06,10.1676/0043-5643(2000)112[0195:bbansc]2.0.co;2,2022-04-06,0043-5643,2,2000-06,195-202,Wilson Ornithological Society,Crossref,Animal Science and Zoology,BREEDING BIOLOGY AND NEST SITE CHARACTERISTICS OF THE BICOLORED HAWK IN GUATEMALA,journal-article,http://dx.doi.org/10.1676/0043-5643(2000)112[0195:bbansc]2.0.co;2,The Wilson Bulletin,en
Ornitología Neotropical,2023-02-09,2023-02-09,NA,10.58843/ornneo.v27i0.50,2023-02-10,"1075-4377,1075-4377",NA,2016-09-20,169-180,Neotropical Ornithological Society,Crossref,NA,EFECTO DEL PASTOREO POR EL CAUQUÉN COMÚN (CHLOEPHAGA PICTA) EN CULTIVOS DE TRIGO (TRITICUM DURUM),journal-article,http://dx.doi.org/10.58843/ornneo.v27i0.50,Ornitol. Neotrop.,NA
ZooKeys,2016-04-12,2017-05-26,NA,10.3897/zookeys.580.7892,2022-03-29,"1313-2970,1313-2989",NA,2016-04-12,145-152,Pensoft Publishers,Crossref,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics","Review of the type series of Pterocles exustus Temminck, 1825 (Aves, Pterocliformes, Pteroclidae) and designation of a lectotype",journal-article,http://dx.doi.org/10.3897/zookeys.580.7892,ZK,NA
CABI Compendium,2022-11-24,2022-11-24,2022-01-07,10.1079/cabicompendium.89853,2022-11-25,2958-3969,NA,2022-01-07,NA,CABI Publishing,Crossref,NA,Cercibis oxycerca,journal-article,http://dx.doi.org/10.1079/cabicompendium.89853,CABI Compendium,en
"National Quail Symposium Proceedings,Quail 9: National Quail Symposium",2022-10-24,2022-10-24,2022,10.7290/nqsp09hipo,2022-10-25,"2573-5667,2573-5683",NA,2022,NA,University of Tennessee,Crossref,NA,Diurnal Occurrence of Great-Horned Owls on Northern Bobwhite Hunting Properties in Southwest Georgia,journal-article,http://dx.doi.org/10.7290/nqsp09hipo,NQSP,NA
CABI Compendium,2022-11-24,2022-11-24,2022-01-07,10.1079/cabicompendium.90780,2022-11-25,2958-3969,NA,2022-01-07,NA,CABI Publishing,Crossref,NA,Bubo virginianus,journal-article,http://dx.doi.org/10.1079/cabicompendium.90780,CABI Compendium,en
CABI Compendium,2022-11-24,2022-11-24,2022-01-07,10.1079/cabicompendium.87123,2022-11-25,2958-3969,NA,2022-01-07,NA,CABI Publishing,Crossref,NA,Corvus tasmanicus,journal-article,http://dx.doi.org/10.1079/cabicompendium.87123,CABI Compendium,en
CABI Compendium,2022-11-24,2022-11-24,2022-01-07,10.1079/cabicompendium.70873,2022-11-25,2958-3969,NA,2022-01-07,NA,CABI Publishing,Crossref,NA,Passerculus sandwichensis,journal-article,http://dx.doi.org/10.1079/cabicompendium.70873,CABI Compendium,en
CABI Compendium,2022-11-25,2022-11-25,2022-01-07,10.1079/cabicompendium.66585,2022-11-25,2958-3969,NA,2022-01-07,NA,CABI Publishing,Crossref,NA,Ramphocelus passerinii,journal-article,http://dx.doi.org/10.1079/cabicompendium.66585,CABI Compendium,en
CABI Compendium,2022-11-25,2022-11-25,2022-01-07,10.1079/cabicompendium.70490,2022-11-25,2958-3969,NA,2022-01-07,NA,CABI Publishing,Crossref,NA,Phedina borbonica,journal-article,http://dx.doi.org/10.1079/cabicompendium.70490,CABI Compendium,en
African Language Media,2023-02-03,2023-02-03,2023-02-03,10.4324/9781003350194-19,2023-02-04,NA,NA,2023-02-03,193-210,Routledge,Crossref,NA,Culture de la Paix in Central Africa,book-chapter,http://dx.doi.org/10.4324/9781003350194-19,NA,NA
Journal of Experimental Biology,2013-01-11,2021-05-18,NA,10.1242/jeb.082826,2023-01-06,"1477-9145,0022-0949",NA,2013-01-01,NA,The Company of Biologists,Crossref,"Insect Science,Molecular Biology,Animal Science and Zoology,Aquatic Science,Physiology,Ecology, Evolution, Behavior and Systematics",Back home at night or out until morning? Nycthemeral variations in homing of anosmic Cory's shearwaters in a diurnal colony,journal-article,http://dx.doi.org/10.1242/jeb.082826,NA,en
Nuestras Aves,2023-01-27,2023-02-14,NA,10.56178/na.vi67.22,2023-02-15,0326-7725,67,2022-12-01,NA,Aves Argentinas / Asociacion Ornitologica del Plata,Crossref,NA,"Primer registro documentado del Falaropo Pico Grueso (Phalaropus fulicarius) en la Reserva Natural Urbana Cotesma, San Martín de Los Andes, Provincia de Neuquén",journal-article,http://dx.doi.org/10.56178/na.vi67.22,Nuestras Aves,NA
NA,2022-11-21,2022-11-21,NA,10.22541/au.166903229.94133095/v1,2022-11-22,NA,NA,2022-11-21,NA,"Authorea, Inc.",Crossref,NA,Detecting Ecological Traps in Human-Altered Landscapes: A Case Study of the Thick-billed Longspur Nesting in Croplands,posted-content,http://dx.doi.org/10.22541/au.166903229.94133095/v1,NA,NA
Biota : Jurnal Ilmiah Ilmu-Ilmu Hayati,2023-02-03,2023-02-03,NA,10.24002/biota.v8i1.6085,2023-02-04,"2527-323X,2527-3221",NA,2023-02-03,99-110,Universitas Atma Jaya Yogyakarta,Crossref,"Metals and Alloys,Mechanical Engineering,Mechanics of Materials","Komposisi Vegetasi dalam Mendukung Potensi Wisata Alam di Desa Bongkasa Pertiwi, Kabupaten Badung, Bali",journal-article,http://dx.doi.org/10.24002/biota.v8i1.6085,Biota : Jurnal Ilmiah Ilmu-Ilmu Hayati,NA
Iheringia. Série Zoologia,2015-12-05,2017-05-23,2015-06,10.1590/1678-476620151052164173,2022-04-06,0073-4721,2,2015-06,164-173,FapUNIFESP (SciELO),Crossref,Animal Science and Zoology,"Composição e dinâmica da avifauna da usina eólica da praia da Pedra do Sal, Delta do Parnaíba, Piauí, Brasil",journal-article,http://dx.doi.org/10.1590/1678-476620151052164173,"Iheringia, Sér. Zool.",NA
Ornitología Neotropical,2023-02-09,2023-02-09,NA,10.58843/ornneo.v32i2.667,2023-02-10,"1075-4377,1075-4377",2,2021-12-21,175-178,Neotropical Ornithological Society,Crossref,NA,THE DIET OF THE TUCÚQUERE (BUBO VIRGINIANUS MAGELLANICUS) IN ANDEAN CENTRAL CHILE,journal-article,http://dx.doi.org/10.58843/ornneo.v32i2.667,Ornitol. Neotrop.,NA
Journal of Anatolian Environmental and Animal Sciences,2023-02-02,2023-02-02,NA,10.35229/jaes.1206133,2023-02-03,2548-0006,NA,2023-02-01,NA,Journal of Anatolian Environmental and Animal Sciences,Crossref,"General Earth and Planetary Sciences,General Environmental Science","Plasma T3 and T4 Hormone Levels as Reference Values in Rehabilitated Common Buzzard (Buteo buteo), Long-Legged Buzzard (Buteo rufinus) and Golden Eagle (Aquila chrysaetos)",journal-article,http://dx.doi.org/10.35229/jaes.1206133,JAES,en
Diversity,2023-02-02,2023-02-02,NA,10.3390/d15020208,2023-02-03,1424-2818,2,2023-02-02,208,MDPI AG,Crossref,"Nature and Landscape Conservation,Agricultural and Biological Sciences (miscellaneous),Ecological Modeling,Ecology",Density Estimates and Habitat Preferences of Two Sympatric Bird Species as Potential Bioindicators of Tropical Forest Alterations,journal-article,http://dx.doi.org/10.3390/d15020208,Diversity,en
The Wilson Journal of Ornithology,2023-01-09,2023-01-09,2023-01-06,10.1676/21-00040,2023-01-10,1559-4491,4,2023-01-06,NA,Wilson Ornithological Society,Crossref,"Animal Science and Zoology,Ecology,Ecology, Evolution, Behavior and Systematics",Migratory behavior of Ontario-breeding Savannah Sparrows (Passerculus sandwichensis) revealed by the Motus Wildlife Tracking System,journal-article,http://dx.doi.org/10.1676/21-00040,The Wilson Journal of Ornithology,NA
Biotropica,2009-09-29,2021-07-06,2010-03,10.1111/j.1744-7429.2009.00572.x,2022-05-20,0006-3606,2,2009-09-29,229-235,Wiley,Crossref,"Ecology, Evolution, Behavior and Systematics",Bird Assemblage and Visitation Pattern at Fruiting Elmerrillia tsiampaca (Magnoliaceae) Trees in Papua New Guinea,journal-article,http://dx.doi.org/10.1111/j.1744-7429.2009.00572.x,NA,en
Zootaxa,2013-01-28,2019-08-17,NA,10.11646/zootaxa.3609.2.12,2022-04-06,"1175-5334,1175-5326",2,2013-01-29,248-250,Magnolia Press,Crossref,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics","&lt;strong&gt;The type series of &lt;em&gt;Chloris sinica tschiliensis&lt;/em&gt; Jacobi, 1923 (Aves, Fringillidae)&lt;/strong&gt;",journal-article,http://dx.doi.org/10.11646/zootaxa.3609.2.12,Zootaxa,NA
Revista Brasileira de Ornitologia,2020-02-05,2022-10-14,2017-03,10.1007/bf03544380,2022-10-14,2178-7875,1,2017-03,71-74,Springer Science and Business Media LLC,Crossref,"Religious studies,Cultural Studies","A new population of the White Bellbird Procnias albus (Hermann, 1783) from lowland southern Brazilian Amazonia, with comments on genetic variation in bellbirds",journal-article,http://dx.doi.org/10.1007/bf03544380,Rev. Bras. Ornitol.,en
Revista Brasileira de Ornitologia,2020-02-05,2020-05-26,2016-03,10.1007/bf03544330,2022-04-03,2178-7875,1,2016-03,58-61,Springer Science and Business Media LLC,Crossref,"Religious studies,Cultural Studies","A new southern limit for the distribution of the Thrush-Like Wren, Campylorhynchus turdinus (Aves: Troglodytidae)",journal-article,http://dx.doi.org/10.1007/bf03544330,Rev. Bras. Ornitol.,en
Revista Brasileira de Ornitologia,2020-02-05,2020-06-27,2018-03,10.1007/bf03544416,2022-03-30,2178-7875,1,2018-03,57-64,Springer Science and Business Media LLC,Crossref,"Religious studies,Cultural Studies","Rapid southward and upward range expansion of a tropical songbird, the Thrush-like Wren (Campylorhynchus turdinus), in South America: a consequence of habitat or climate change?",journal-article,http://dx.doi.org/10.1007/bf03544416,Rev. Bras. Ornitol.,en
Journal of Field Ornithology,2022-09-30,2022-09-30,NA,10.5751/jfo-00170-930307,2022-10-01,1557-9263,3,2022,NA,"Resilience Alliance, Inc.",Crossref,"Ecology, Evolution, Behavior and Systematics",Diet composition based on stable isotopic analysis of fecal samples reveals the preference of Black-faced Spoonbill (Platalea minor) for natural wetlands and fishponds,journal-article,http://dx.doi.org/10.5751/jfo-00170-930307,JFO,en
Diversity,2023-02-03,2023-02-16,NA,10.3390/d15020217,2023-02-16,1424-2818,2,2023-02-02,217,MDPI AG,Crossref,"Nature and Landscape Conservation,Agricultural and Biological Sciences (miscellaneous),Ecological Modeling,Ecology",Reversing the Decline in a Threatened Species: The Black-Faced Spoonbill Platalea minor,journal-article,http://dx.doi.org/10.3390/d15020217,Diversity,en
The Wilson Journal of Ornithology,2023-01-09,2023-01-09,2023-01-06,10.1676/21-00073,2023-01-10,1559-4491,4,2023-01-06,NA,Wilson Ornithological Society,Crossref,"Animal Science and Zoology,Ecology,Ecology, Evolution, Behavior and Systematics",Variation in song between coastal lineages of Seaside Sparrow (Ammospiza maritima),journal-article,http://dx.doi.org/10.1676/21-00073,The Wilson Journal of Ornithology,NA
Frontiers in Ecology and Evolution,2023-01-12,2023-01-12,NA,10.3389/fevo.2022.1085970,2023-01-13,2296-701X,NA,2023-01-12,NA,Frontiers Media SA,Crossref,"Ecology,Ecology, Evolution, Behavior and Systematics",Sea level rise may pose conservation challenges for the endangered Cape Sable seaside sparrow,journal-article,http://dx.doi.org/10.3389/fevo.2022.1085970,Front. Ecol. Evol.,NA
Ornitología Neotropical,2023-02-09,2023-02-09,NA,10.58843/ornneo.v33i1.945,2023-02-10,"1075-4377,1075-4377",1,2022-03-16,39-43,Neotropical Ornithological Society,Crossref,NA,NESTING RECORDS OF THE TINY HAWK (ACCIPITER SUPERCILIOSUS) IN EASTERN PERU,journal-article,http://dx.doi.org/10.58843/ornneo.v33i1.945,Ornitol. Neotrop.,NA
CABI Compendium,2022-11-25,2022-11-25,2022-01-07,10.1079/cabicompendium.72239,2022-11-25,2958-3969,NA,2022-01-07,NA,CABI Publishing,Crossref,NA,Ortalis wagleri,journal-article,http://dx.doi.org/10.1079/cabicompendium.72239,CABI Compendium,en
African Journal of Wildlife Research,2022-09-12,2022-09-12,2022-09-12,10.3957/056.052.0122,2022-09-12,2410-7220,1,2022-09-12,NA,Southern African Wildlife Management Association,Crossref,"Animal Science and Zoology,Ecology","The Development and Application of a Method for Estimating Red-Winged Francolin Population Density with Pointing Dogs in the Midlands, Kwazulu-Natal, South Africa",journal-article,http://dx.doi.org/10.3957/056.052.0122,African Journal of Wildlife Research,NA
Journal of Experimental Biology,2013-07-10,2021-04-25,2013-08-01,10.1242/jeb.085738,2023-02-15,"1477-9145,0022-0949",15,2013-08-01,2798-2805,The Company of Biologists,Crossref,"Insect Science,Molecular Biology,Animal Science and Zoology,Aquatic Science,Physiology,Ecology, Evolution, Behavior and Systematics",Oceanic navigation in Cory's shearwaters: evidence for a crucial role of olfactory cues for homing after displacement,journal-article,http://dx.doi.org/10.1242/jeb.085738,NA,en
Nature Conservation,2014-04-09,2016-09-14,NA,10.3897/natureconservation.7.6890,2022-12-03,"1314-3301,1314-6947",NA,2014-04-09,1-13,Pensoft Publishers,Crossref,Nature and Landscape Conservation,Estimating population size of a nocturnal burrow-nesting seabird using acoustic monitoring and habitat mapping,journal-article,http://dx.doi.org/10.3897/natureconservation.7.6890,NC,NA
Diversity and Distributions,2013-04-23,2021-07-05,2013-10,10.1111/ddi.12088,2022-12-17,1366-9516,10,2013-04-23,1284-1298,Wiley,Crossref,"Ecology, Evolution, Behavior and Systematics",Meta-population feeding grounds of Cory's shearwater in the subtropical Atlantic Ocean: implications for the definition of Marine Protected Areas based on tracking studies,journal-article,http://dx.doi.org/10.1111/ddi.12088,Diversity Distrib.,en
Frontiers in Zoology,2013-05-20,2016-05-16,2013,10.1186/1742-9994-10-28,2023-02-01,1742-9994,1,2013,28,Springer Science and Business Media LLC,Crossref,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics",Population connectivity buffers genetic diversity loss in a seabird,journal-article,http://dx.doi.org/10.1186/1742-9994-10-28,"Front Zool,Frontiers in Zoology",en
PLOS ONE,2015-12-10,2020-09-12,NA,10.1371/journal.pone.0144728,2023-02-07,1932-6203,12,2015-12-09,e0144728,Public Library of Science (PLoS),Crossref,Multidisciplinary,"Niche Partitioning of Feather Mites within a Seabird Host, Calonectris borealis",journal-article,http://dx.doi.org/10.1371/journal.pone.0144728,PLoS ONE,en
Marine Ecology Progress Series,2022-02-01,2022-03-25,2022-03-24,10.3354/meps13997,2023-01-07,"0171-8630,1616-1599",NA,2022-03-24,177-186,Inter-Research Science Center,Crossref,"Ecology,Aquatic Science,Ecology, Evolution, Behavior and Systematics",Feeding of Atlantic bluefin tuna Thunnus thynnus around the Canary Islands assessed from stomach content and stable isotope analyses,journal-article,http://dx.doi.org/10.3354/meps13997,Mar. Ecol. Prog. Ser.,en
Ornitología Neotropical,2023-02-09,2023-02-09,NA,10.58843/ornneo.vi.1091,2023-02-10,"1075-4377,1075-4377",NA,2022-10-03,124-132,Neotropical Ornithological Society,Crossref,NA,DIET AND FOOD RESOURCE PARTITIONING AMONG SIX IBIS SPECIES IN THE VENEZUELAN LLANOS,journal-article,http://dx.doi.org/10.58843/ornneo.vi.1091,Ornitol. Neotrop.,NA
Bird Conservation International,2007-09-24,2019-05-01,2007-09,10.1017/s0959270907000779,2022-04-01,"0959-2709,1474-0001",3,2007-09,283-293,Cambridge University Press (CUP),Crossref,"Nature and Landscape Conservation,Animal Science and Zoology,Ecology",The Chestnut-banded Plover is an overlooked globally Near Threatened Species,journal-article,http://dx.doi.org/10.1017/s0959270907000779,Bird Conservation International,en
Molecular Phylogenetics and Evolution,2006-04-28,2019-01-16,2006-08,10.1016/j.ympev.2006.02.021,2023-02-09,1055-7903,2,2006-08,389-399,Elsevier BV,Crossref,"Genetics,Molecular Biology,Ecology, Evolution, Behavior and Systematics",Evolutionary history of woodpeckers and allies (Aves: Picidae): Placing key taxa on the phylogenetic tree,journal-article,http://dx.doi.org/10.1016/j.ympev.2006.02.021,Molecular Phylogenetics and Evolution,en
The Wilson Journal of Ornithology,2017-09-11,2017-09-11,2017-09,10.1676/16-020.1,2022-04-03,"1559-4491,1938-5447",3,2017-09,576-585,Wilson Ornithological Society,Crossref,"Animal Science and Zoology,Ecology,Ecology, Evolution, Behavior and Systematics",Nesting Biology of the Sooty Antibird (<i>Hafferia fortis</i>) In Southeastern Peru,journal-article,http://dx.doi.org/10.1676/16-020.1,The Wilson Journal of Ornithology,en
NA,2023-02-10,2023-02-10,NA,10.58809/asms4023,2023-02-11,NA,NA,NA,NA,Fort Hays State University,Crossref,NA,Incorporating Multi-Spectral Imaging Into Long-Term Upland Breeding Bird Monitoring,dissertation,http://dx.doi.org/10.58809/asms4023,NA,NA
Bird Conservation International,2023-02-06,2023-02-06,2023,10.1017/s095927092200048x,2023-02-07,"0959-2709,1474-0001",NA,2023,NA,Cambridge University Press (CUP),Crossref,"Nature and Landscape Conservation,Animal Science and Zoology,Ecology",Distribution and habitat requirements of the Bahama Warbler <i>Setophaga flavescens</i> on Grand Bahama in 2018,journal-article,http://dx.doi.org/10.1017/s095927092200048x,Bird Conservation International,en
